        36998195 function calls (36797100 primitive calls) in 77.495 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       97    0.000    0.000    0.019    0.000 base.py:4017(_concat)
      830    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:847(__exit__)
      349    0.000    0.000    0.000    0.000 {built-in method builtins.min}
      369    0.000    0.000    0.000    0.000 gradients_util.py:187(_AsList)
       40    0.000    0.000    0.001    0.000 numpy_pickle.py:314(__init__)
      216    0.000    0.000    0.006    0.000 generic.py:4341(<genexpr>)
     1254    0.000    0.000    0.000    0.000 ops.py:139(__exit__)
       86    0.000    0.000    0.071    0.001 constant_op.py:318(_tensor_shape_tensor_conversion_function)
        8    0.000    0.000    0.000    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
      103    0.000    0.000    0.001    0.000 threading.py:1104(is_alive)
      404    0.000    0.000    0.000    0.000 generic.py:450(ndim)
      107    0.000    0.000    0.001    0.000 common.py:93(is_bool_indexer)
        2    0.000    0.000    6.910    3.455 keras_model.py:154(_ensure_built)
     1963    0.000    0.000    0.000    0.000 ops.py:643(__eq__)
      550    0.000    0.000    0.001    0.000 inspect_utils.py:236(istfmethodtarget)
      276    0.000    0.000    0.000    0.000 tensor_shape.py:195(__str__)
       97    0.000    0.000    0.008    0.000 concat.py:464(_get_comb_axis)
       24    0.000    0.000    0.007    0.000 pickle.py:827(_batch_setitems)
        1    0.000    0.000    0.001    0.001 gradients_util.py:614(<listcomp>)
      195    0.000    0.000    0.001    0.000 concat.py:388(is_uniform_reindex)
      316    0.000    0.000    0.000    0.000 base.py:551(<dictcomp>)
        1    0.000    0.000    0.001    0.001 functional_saver.py:128(__init__)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:176(cb)
        3    0.000    0.000    0.001    0.000 transformers.py:144(transform_array)
      187    0.000    0.000    0.000    0.000 series.py:399(name)
       17    0.000    0.000    0.001    0.000 managers.py:1841(_stack_arrays)
      227    0.000    0.000    0.001    0.000 common.py:746(is_dtype_equal)
       35    0.000    0.000    0.008    0.000 {built-in method builtins.print}
       78    0.000    0.000    0.005    0.000 math_grad.py:975(_ShapesFullySpecifiedAndEqual)
      924    0.000    0.000    0.000    0.000 gradients_util.py:355(_maybe_colocate_with)
        1    0.000    0.000   75.255   75.255 <ipython-input-80-0dd40754b66d>:276(run)
       11    0.000    0.000    0.149    0.014 math_grad.py:62(_SumGrad)
      464    0.000    0.000    0.000    0.000 tensor_shape.py:803(<genexpr>)
       42    0.000    0.000    0.002    0.000 ops.py:2278(_update_input)
       24    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:103(_buffered_write_file)
      120    0.000    0.000    0.001    0.000 dtypes.py:929(construct_from_string)
      931    0.000    0.000    0.000    0.000 common.py:122(classes_and_not_datetimelike)
       28    0.000    0.000    0.000    0.000 {built-in method zlib.compressobj}
       27    0.000    0.000    0.003    0.000 frame.py:2893(__getitem__)
      830    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:843(__enter__)
      214    0.000    0.000    0.002    0.000 distribution_strategy_context.py:174(get_strategy)
     1254    0.000    0.000    0.000    0.000 ops.py:133(__init__)
       88    0.000    0.000    0.002    0.000 ops.py:1694(__init__)
       91    0.000    0.000    0.075    0.001 math_ops.py:1176(_mul_dispatch)
    591/7    0.000    0.000    0.001    0.000 tensor_util.py:302(_FilterStr)
       42    0.000    0.000    0.000    0.000 {built-in method _pywrap_tensorflow_internal.UpdateEdge}
       80    0.000    0.000    4.743    0.059 numpy_pickle.py:331(load_build)
       96    0.000    0.000    0.000    0.000 api.py:205(_sanitize_and_check)
      487    0.000    0.000    0.000    0.000 concat.py:136(<genexpr>)
      408    0.000    0.000    0.000    0.000 pickle.py:436(put)
        1    0.000    0.000    1.424    1.424 adam.py:118(_create_slots)
      315    0.000    0.000    0.000    0.000 tensor_shape.py:236(is_compatible_with)
       96    0.000    0.000    0.008    0.000 managers.py:1868(_interleaved_dtype)
      200    0.000    0.000    0.121    0.001 variables.py:3071(is_variable_initialized)
      200    0.000    0.000    0.135    0.001 tf_should_use.py:192(wrapped)
      200    0.000    0.000    0.001    0.000 frame.py:491(shape)
    82/55    0.000    0.000    0.003    0.000 base_layer.py:2029(_gather_children_attribute)
       22    0.000    0.000    0.019    0.001 math_ops.py:974(_truediv_python3)
       22    0.000    0.000    0.017    0.001 gen_math_ops.py:7699(real_div)
       10    0.000    0.000    0.001    0.000 keras_model.py:836(_prepare_batch)
       97    0.000    0.000    0.001    0.000 concat.py:309(<listcomp>)
      195    0.000    0.000    0.000    0.000 concat.py:126(<listcomp>)
      591    0.000    0.000    0.000    0.000 managers.py:206(items)
       97    0.000    0.000    0.001    0.000 generic.py:337(_from_axes)
      332    0.000    0.000    0.000    0.000 six.py:184(find_module)
      100    0.000    0.000    0.019    0.000 initializers.py:169(deserialize)
      898    0.000    0.000    0.000    0.000 ops.py:2469(<listcomp>)
      384    0.000    0.000    0.000    0.000 cast.py:1100(<genexpr>)
      461    0.000    0.000    0.000    0.000 gradients_util.py:866(_GetGrads)
       11    0.000    0.000    0.000    0.000 nest.py:307(flatten_dict_items)
      119    0.000    0.000    0.000    0.000 managers.py:1546(external_values)
       96    0.000    0.000    0.001    0.000 api.py:243(_get_consensus_names)
     1165    0.000    0.000    0.000    0.000 {pandas._libs.algos.ensure_object}
       50    0.000    0.000    0.000    0.000 warnings.py:449(__enter__)
      200    0.000    0.000    0.001    0.000 tf_should_use.py:74(_new__init__)
      253    0.000    0.000    0.001    0.000 inference.py:121(is_iterator)
       12    0.000    0.000    0.001    0.000 conversion.py:250(_instantiate)
       21    0.000    0.000    0.016    0.001 gen_math_ops.py:3411(equal)
      133    0.000    0.000    0.000    0.000 managers.py:1549(internal_values)
       25    0.000    0.000    0.001    0.000 base_layer.py:1636(_set_mask_metadata)
       18    0.000    0.000   11.312    0.628 session.py:1372(_extend_graph)
        7    0.000    0.000    0.001    0.000 tensor_util.py:558(<listcomp>)
        4    0.000    0.000    1.005    0.251 tmpr4oh4vsm.py:5(tf__call)
       40    0.000    0.000    4.742    0.119 numpy_pickle.py:177(read)
      293    0.000    0.000    0.000    0.000 ops.py:3190(_variable_creator_stack)
       24    0.000    0.000    7.493    0.312 pickle.py:398(dump)
       60    0.000    0.000    0.001    0.000 control_flow_ops.py:1516(_RemoveExternalControlEdges)
       18    0.000    0.000   24.509    1.362 session.py:840(run)
       20    0.000    0.000    0.034    0.002 array_grad.py:546(_ReshapeToInput)
      434    0.000    0.000    0.000    0.000 {built-in method _thread.allocate_lock}
      100    0.000    0.000    0.315    0.003 base_layer_utils.py:135(<lambda>)
      214    0.000    0.000    0.000    0.000 range.py:89(ensure_int)
      159    0.000    0.000    0.003    0.000 common.py:1643(is_extension_type)
      367    0.000    0.000    0.000    0.000 gradients_util.py:739(<listcomp>)
      384    0.000    0.000    0.002    0.000 cast.py:1112(<genexpr>)
      249    0.000    0.000    0.000    0.000 traitlets.py:526(get)
      249    0.000    0.000    0.000    0.000 traitlets.py:545(__get__)
      662    0.000    0.000    0.000    0.000 distribute_lib.py:355(extended)
       24    0.000    0.000    0.093    0.004 control_flow_ops.py:1811(BuildCondBranch)
       44    0.000    0.000    0.004    0.000 deprecation.py:558(new_func)
       40    0.000    0.000    0.002    0.000 numpy_pickle_utils.py:61(_detect_compressor)
       24    0.000    0.000    7.555    0.315 save.py:28(save_to_disk)
       97    0.000    0.000    0.008    0.000 managers.py:2041(<listcomp>)
        1    0.000    0.000    3.305    3.305 gradients_impl.py:43(gradients)
       40    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:54(<listcomp>)
        1    0.000    0.000    0.082    0.082 subprocess.py:1228(_execute_child)
       15    0.000    0.000    0.001    0.000 {built-in method _warnings.warn}
       30    0.000    0.000    0.035    0.001 control_flow_ops.py:319(_SwitchRefOrTensor)
       24    0.000    0.000    0.001    0.000 control_flow_ops.py:1564(__init__)
        1    0.000    0.000    0.000    0.000 optimizer.py:507(<listcomp>)
      120    0.000    0.000    0.000    0.000 genericpath.py:117(_splitext)
      131    0.000    0.000    0.000    0.000 re.py:286(_compile)
  139/126    0.000    0.000    0.001    0.000 tracking.py:75(__setattr__)
       19    0.000    0.000    0.000    0.000 common.py:120(_stringify_path)
      573    0.000    0.000    0.000    0.000 resource_variable_ops.py:811(name)
      105    0.000    0.000    0.000    0.000 generic.py:3175(_set_is_copy)
      669    0.000    0.000    0.001    0.000 layer_utils.py:27(is_layer)
      200    0.000    0.000    0.000    0.000 tf_should_use.py:40(__init__)
      146    0.000    0.000    0.000    0.000 tensor_shape.py:1207(unknown_shape)
       80    0.000    0.000    0.003    0.000 numpy_pickle_utils.py:115(_read_fileobject)
        4    0.000    0.000    0.004    0.001 save.py:192(save_metadata)
       25    0.000    0.000    0.817    0.033 base_layer.py:1859(_maybe_build)
     1374    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
       24    0.000    0.000    0.001    0.000 numpy_pickle.py:230(__init__)
      331    0.000    0.000    0.000    0.000 {method 'extend' of 'google.protobuf.pyext._message.RepeatedCompositeContainer' objects}
      478    0.000    0.000    0.000    0.000 managers.py:1488(_block)
       99    0.000    0.000    0.001    0.000 indexing.py:2116(_validate_integer)
      120    0.000    0.000    0.001    0.000 pickle.py:1381(find_class)
      432    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       96    0.000    0.000    0.002    0.000 data_structures.py:154(_track_value)
      195    0.000    0.000    0.001    0.000 concat.py:151(<listcomp>)
       56    0.000    0.000    0.001    0.000 error.py:100(__init__)
       54    0.000    0.000    0.000    0.000 numeric.py:2656(seterr)
       97    0.000    0.000    0.008    0.000 api.py:44(_get_objs_combined_axis)
      190    0.000    0.000    0.001    0.000 distribute_lib.py:164(_require_strategy_scope_extended)
      130    0.000    0.000    0.000    0.000 dtypes.py:452(construct_from_string)
      100    0.000    0.000    0.000    0.000 construction.py:217(prep_ndarray)
        6    0.000    0.000    0.055    0.009 nn_impl.py:1186(batch_normalization)
       12    0.000    0.000    0.011    0.001 gen_control_flow_ops.py:398(merge)
      200    0.000    0.000    0.022    0.000 tf_should_use.py:54(__del__)
     1254    0.000    0.000    0.000    0.000 ops.py:136(__enter__)
      266    0.000    0.000    0.000    0.000 common.py:144(cast_scalar_indexer)
       18    0.000    0.000   24.479    1.360 session.py:1310(_do_run)
      200    0.000    0.000    0.011    0.000 {built-in method builtins.repr}
      144    0.000    0.000    0.000    0.000 object_identity.py:115(__init__)
       40    0.000    0.000    0.000    0.000 numpy_pickle_utils.py:52(_get_prefixes_max_len)
       24    0.000    0.000    0.042    0.002 array_grad.py:82(_ExtractInputShapes)
      491    0.000    0.000    0.000    0.000 gradients_util.py:836(<listcomp>)
       59    0.000    0.000    0.002    0.000 _ipython.py:27(get_kernel)
       97    0.000    0.000    0.000    0.000 concat.py:503(<listcomp>)
      159    0.000    0.000    0.000    0.000 cast.py:1218(construct_1d_ndarray_preserving_na)
      726    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      530    0.000    0.000    0.000    0.000 object_identity.py:69(__init__)
       24    0.000    0.000    0.000    0.000 {method 'sub' of '_sre.SRE_Pattern' objects}
        4    0.000    0.000    0.000    0.000 {built-in method _thread.start_new_thread}
       18    0.000    0.000    0.001    0.000 session.py:1399(_update_with_movers)
      752    0.000    0.000    0.000    0.000 variable_scope.py:1070(name)
       98    0.000    0.000    0.001    0.000 math_ops.py:3211(conj)
        1    0.000    0.000    3.314    3.314 optimizer.py:415(compute_gradients)
      187    0.000    0.000    0.001    0.000 arrays.py:7(extract_array)
       40    0.000    0.000    0.000    0.000 pickle.py:1483(load_setitems)
      415    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
       50    0.000    0.000    0.000    0.000 base_layer_utils.py:375(call_context)
        1    0.000    0.000    0.040    0.040 graph_view.py:332(_serialize_gathered_objects)
      614    0.000    0.000    0.001    0.000 graph_view.py:63(<genexpr>)
        9    0.000    0.000    0.046    0.005 parsers.py:1137(read)
      390    0.000    0.000    0.000    0.000 concat.py:120(is_nonempty)
        6    0.000    0.000    7.556    1.259 datasets.py:611(write_data_to_disk)
        6    0.000    0.000    0.000    0.000 parsers.py:900(_get_options_with_defaults)
       20    0.000    0.000    0.001    0.000 managers.py:963(iget)
       10    0.000    0.000    0.040    0.004 math_grad.py:1032(_MulGrad)
      188    0.000    0.000    0.000    0.000 variable_scope.py:1329(open_variable_scope)
      256    0.000    0.000    0.001    0.000 nest.py:511(<listcomp>)
       16    0.000    0.000    0.000    0.000 encoder.py:204(iterencode)
    65/50    0.000    0.000    0.002    0.000 tracking.py:332(wrapped)
       96    0.000    0.000    0.000    0.000 managers.py:1884(<listcomp>)
      188    0.000    0.000    0.000    0.000 variables.py:1122(get_shape)
        6    0.000    0.000    0.000    0.000 {method 'close' of 'pandas._libs.parsers.TextReader' objects}
      227    0.000    0.000    0.000    0.000 _validators.py:221(validate_bool_kwarg)
       83    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
      282    0.000    0.000    0.000    0.000 variable_scope.py:1340(variable_scope_count)
       17    0.000    0.000    0.004    0.000 frame.py:797(iterrows)
       10    0.000    0.000   11.379    1.138 keras_model.py:210(_create_training_ops)
      480    0.000    0.000    0.000    0.000 concat.py:381(<genexpr>)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:143(__init__)
